107.769455,107.72621,107.75872,107.7717,107.7294,107.80205,107.8183,107.75546,107.747826,107.77385
107.75329,107.701324,107.71757,107.730675,107.690704,107.71224,107.723045,107.69387,107.71344,107.74594
107.72424,107.70151,107.724396,107.73757,107.69096,107.70599,107.744026,107.68146,107.65439,107.67703
107.6749,107.65346,107.620895,107.65867,107.65346,107.66666,107.71551,107.66889,107.64058,107.67645
107.6431,107.589165,107.608765,107.66534,107.61493,107.61053,107.6764,107.64527,107.599144,107.6394
107.65858,107.63031,107.62094,107.650024,107.60761,107.593956,107.66042,107.63791,107.57918,107.62791
107.65972,107.60884,107.58047,107.60601,107.58478,107.53659,107.56771,107.57624,107.596,107.62777
107.63985,107.60949,107.60097,107.5946,107.601074,107.60097,107.631325,107.62229,107.53677,107.56209
107.60239,107.581154,107.55985,107.57892,107.61439,107.644135,107.66609,107.631424,107.59246,107.60302
107.61942,107.584755,107.582504,107.6667,107.672554,107.57771,107.58036,107.62353,107.57976,107.5699
107.61378,107.59531,107.562,107.57401,107.59676,107.57556,107.593834,107.61297,107.59461,107.58182
107.61014,107.586105,107.57195,107.593834,107.600266,107.55291,107.56698,107.59452,107.54999,107.53513
107.56707,107.57556,107.56551,107.58742,107.58114,107.53875,107.55135,107.60654,107.55926,107.51034
107.56192,107.559166,107.49122,107.520164,107.54349,107.50888,107.47138,107.49403,107.48837,107.45999
107.51731,107.49052,107.47215,107.510956,107.556206,107.51594,107.460754,107.48127,107.51317,107.46932
107.492584,107.50958,107.474915,107.469925,107.496864,107.473564,107.46497,107.49542,107.50055,107.48497
107.48702,107.502594,107.472244,107.47504,107.48066,107.46588,107.45521,107.504654,107.52601,107.45031
107.45236,107.485725,107.47157,107.460884,107.47925,107.45527,107.41283,107.45948,107.50765,107.46661
107.46586,107.5013,107.47157,107.44328,107.46115,107.443596,107.40163,107.42558,107.46115,107.45556
107.46104,107.49786,107.44142,107.409615,107.468216,107.46115,107.408134,107.461945,107.483284,107.42809
107.40187,107.480606,107.46878,107.43749,107.42252,107.424706,107.42336,107.488335,107.50465,107.395096
107.38507,107.491234,107.494865,107.43194,107.4433,107.4596,107.44256,107.491356,107.48873,107.40951
107.378204,107.45189,107.45755,107.439064,107.51698,107.55177,107.48027,107.45395,107.46254,107.395515
107.39756,107.47202,107.43736,107.35084,107.38204,107.39489,107.34096,107.348656,107.39834,107.450325
107.44596,107.41979,107.42851,107.44045,107.420616,107.414185,107.41979,107.42613,107.44754,107.44334
107.41762,107.397896,107.394554,107.40006,107.433815,107.45102,107.384705,107.344406,107.417145,107.420616
107.35981,107.35207,107.33375,107.312355,107.351204,107.40303,107.36625,107.340126,107.4092,107.429825
107.36502,107.3748,107.500374,107.528595,107.492004,107.42909,107.34657,107.34748,107.43739,107.414696
107.30207,107.298676,107.3745,107.36069,107.35852,107.414696,107.386475,107.35514,107.39411,107.41133
107.37331,107.40486,107.40701,107.36804,107.40607,107.53833,107.542656,107.41038,107.45149,107.47421
107.42113,107.41562,107.479485,107.46226,107.41373,107.411575,107.42663,107.41036,107.42878,107.47421
107.413475,107.40153,107.44936,107.40607,107.355125,107.40486,107.45485,107.48001,107.509155,107.48187
